Region,Specialisms,ServiceTypes,Count
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Community services - Healthcare|Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Community services - Nursing|Homecare agencies|Rehabilitation (illness/injury)|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Community services - Nursing|Homecare agencies|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Dentist,10
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Diagnosis/screening,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Doctors/GPs,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Doctors/GPs|Urgent care centres,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,31
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Community services - Learning disabilities|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,9
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Shared lives,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,13
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Community services - Learning disabilities,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Supported living,6
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Substance misuse problems|Eating disorders|Physical disabilities,Urgent care centres,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Eating disorders|Physical disabilities,Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,5
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,16
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,3
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Community services - Healthcare|Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,4
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,5
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Doctors/GPs|Doctors/GPs|Phone/online advice,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,3
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Eating disorders|Physical disabilities,Residential homes|Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Homecare agencies|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Physical disabilities,Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Dentist,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,4
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Doctors/GPs|Doctors/GPs,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Hospital|Ambulances|Diagnosis/screening|Long-term conditions|Hospitals - Mental health/capacity,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Residential homes,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Homecare agencies,2
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Homecare agencies|Supported living,1
London,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Hospice|Home hospice care,1
